Year,Marital status of mother,Age class of mother,Sex of child,Birth order,Age class of father,Count
2010,Other,40-44 years,Boy,Second child,45-49 years,0
2010,Other,45-49 years,Boy,Second child,45-49 years,0
2010,Other,50 years or older,Boy,Second child,45-49 years,0
2010,Married,Less than 20 years,Boy,Third child,45-49 years,0
2010,Married,20-24 years,Boy,Third child,45-49 years,0
2010,Married,25-29 years,Boy,Third child,45-49 years,8
2010,Married,30-34 years,Boy,Third child,45-49 years,48
2010,Married,35-39 years,Boy,Third child,45-49 years,94
2010,Married,40-44 years,Boy,Third child,45-49 years,58
2010,Married,45-49 years,Boy,Third child,45-49 years,4
2010,Married,50 years or older,Boy,Third child,45-49 years,0
2010,Other,Less than 20 years,Boy,Third child,45-49 years,0
2010,Other,20-24 years,Boy,Third child,45-49 years,0
2010,Other,25-29 years,Boy,Third child,45-49 years,0
2010,Other,30-34 years,Boy,Third child,45-49 years,0
2010,Other,35-39 years,Boy,Third child,45-49 years,0
2010,Other,40-44 years,Boy,Third child,45-49 years,0
2010,Other,45-49 years,Boy,Third child,45-49 years,0
2010,Other,50 years or older,Boy,Third child,45-49 years,0
2010,Married,Less than 20 years,Boy,Forth child or more,45-49 years,0
2010,Married,20-24 years,Boy,Forth child or more,45-49 years,0
2010,Married,25-29 years,Boy,Forth child or more,45-49 years,3
2010,Married,30-34 years,Boy,Forth child or more,45-49 years,13
2010,Married,35-39 years,Boy,Forth child or more,45-49 years,34
2010,Married,40-44 years,Boy,Forth child or more,45-49 years,44
2010,Married,45-49 years,Boy,Forth child or more,45-49 years,5
2010,Married,50 years or older,Boy,Forth child or more,45-49 years,0
2010,Other,Less than 20 years,Boy,Forth child or more,45-49 years,0
2010,Other,20-24 years,Boy,Forth child or more,45-49 years,0
2010,Other,25-29 years,Boy,Forth child or more,45-49 years,0
2010,Other,30-34 years,Boy,Forth child or more,45-49 years,0
2010,Other,35-39 years,Boy,Forth child or more,45-49 years,0
2010,Other,40-44 years,Boy,Forth child or more,45-49 years,0
2010,Other,45-49 years,Boy,Forth child or more,45-49 years,0
2010,Other,50 years or older,Boy,Forth child or more,45-49 years,0
2010,Married,Less than 20 years,Boy,Mother not married,45-49 years,0
2010,Married,20-24 years,Boy,Mother not married,45-49 years,0
2010,Married,25-29 years,Boy,Mother not married,45-49 years,0
2010,Married,30-34 years,Boy,Mother not married,45-49 years,0
2010,Married,35-39 years,Boy,Mother not married,45-49 years,0
2010,Married,40-44 years,Boy,Mother not married,45-49 years,0
2010,Married,45-49 years,Boy,Mother not married,45-49 years,0
2010,Married,50 years or older,Boy,Mother not married,45-49 years,0
2010,Other,Less than 20 years,Boy,Mother not married,45-49 years,1
2010,Other,20-24 years,Boy,Mother not married,45-49 years,8
2010,Other,25-29 years,Boy,Mother not married,45-49 years,36
2010,Other,30-34 years,Boy,Mother not married,45-49 years,76
2010,Other,35-39 years,Boy,Mother not married,45-49 years,172
2010,Other,40-44 years,Boy,Mother not married,45-49 years,96
2010,Other,45-49 years,Boy,Mother not married,45-49 years,7
2010,Other,50 years or older,Boy,Mother not married,45-49 years,1
2010,Married,Less than 20 years,Girl,First child,45-49 years,0
2010,Married,20-24 years,Girl,First child,45-49 years,9
2010,Married,25-29 years,Girl,First child,45-49 years,67
2010,Married,30-34 years,Girl,First child,45-49 years,142
2010,Married,35-39 years,Girl,First child,45-49 years,185
2010,Married,40-44 years,Girl,First child,45-49 years,120
2010,Married,45-49 years,Girl,First child,45-49 years,13
2010,Married,50 years or older,Girl,First child,45-49 years,0
2010,Other,Less than 20 years,Girl,First child,45-49 years,0
2010,Other,20-24 years,Girl,First child,45-49 years,0
2010,Other,25-29 years,Girl,First child,45-49 years,0
2010,Other,30-34 years,Girl,First child,45-49 years,0
2010,Other,35-39 years,Girl,First child,45-49 years,0
2010,Other,40-44 years,Girl,First child,45-49 years,0
2010,Other,45-49 years,Girl,First child,45-49 years,0
2010,Other,50 years or older,Girl,First child,45-49 years,0
2010,Married,Less than 20 years,Girl,Second child,45-49 years,0
2010,Married,20-24 years,Girl,Second child,45-49 years,5
2010,Married,25-29 years,Girl,Second child,45-49 years,35
2010,Married,30-34 years,Girl,Second child,45-49 years,130
2010,Married,35-39 years,Girl,Second child,45-49 years,220
2010,Married,40-44 years,Girl,Second child,45-49 years,131
2010,Married,45-49 years,Girl,Second child,45-49 years,9
2010,Married,50 years or older,Girl,Second child,45-49 years,1
2010,Other,Less than 20 years,Girl,Second child,45-49 years,0
2010,Other,20-24 years,Girl,Second child,45-49 years,0
2010,Other,25-29 years,Girl,Second child,45-49 years,0
2010,Other,30-34 years,Girl,Second child,45-49 years,0
2010,Other,35-39 years,Girl,Second child,45-49 years,0
2010,Other,40-44 years,Girl,Second child,45-49 years,0
2010,Other,45-49 years,Girl,Second child,45-49 years,0
2010,Other,50 years or older,Girl,Second child,45-49 years,0
2010,Married,Less than 20 years,Girl,Third child,45-49 years,0
2010,Married,20-24 years,Girl,Third child,45-49 years,1
2010,Married,25-29 years,Girl,Third child,45-49 years,9
2010,Married,30-34 years,Girl,Third child,45-49 years,51
2010,Married,35-39 years,Girl,Third child,45-49 years,80
2010,Married,40-44 years,Girl,Third child,45-49 years,52
2010,Married,45-49 years,Girl,Third child,45-49 years,3
2010,Married,50 years or older,Girl,Third child,45-49 years,0
2010,Other,Less than 20 years,Girl,Third child,45-49 years,0
2010,Other,20-24 years,Girl,Third child,45-49 years,0
2010,Other,25-29 years,Girl,Third child,45-49 years,0
2010,Other,30-34 years,Girl,Third child,45-49 years,0
2010,Other,35-39 years,Girl,Third child,45-49 years,0
2010,Other,40-44 years,Girl,Third child,45-49 years,0
2010,Other,45-49 years,Girl,Third child,45-49 years,0
2010,Other,50 years or older,Girl,Third child,45-49 years,0
2010,Married,Less than 20 years,Girl,Forth child or more,45-49 years,0
2010,Married,20-24 years,Girl,Forth child or more,45-49 years,0
2010,Married,25-29 years,Girl,Forth child or more,45-49 years,2
2010,Married,30-34 years,Girl,Forth child or more,45-49 years,20
2010,Married,35-39 years,Girl,Forth child or more,45-49 years,40
2010,Married,40-44 years,Girl,Forth child or more,45-49 years,46
2010,Married,45-49 years,Girl,Forth child or more,45-49 years,5
2010,Married,50 years or older,Girl,Forth child or more,45-49 years,0
2010,Other,Less than 20 years,Girl,Forth child or more,45-49 years,0
2010,Other,20-24 years,Girl,Forth child or more,45-49 years,0
2010,Other,25-29 years,Girl,Forth child or more,45-49 years,0
2010,Other,30-34 years,Girl,Forth child or more,45-49 years,0
2010,Other,35-39 years,Girl,Forth child or more,45-49 years,0
2010,Other,40-44 years,Girl,Forth child or more,45-49 years,0
2010,Other,45-49 years,Girl,Forth child or more,45-49 years,0
2010,Other,50 years or older,Girl,Forth child or more,45-49 years,0
2010,Married,Less than 20 years,Girl,Mother not married,45-49 years,0
2010,Married,20-24 years,Girl,Mother not married,45-49 years,0
2010,Married,25-29 years,Girl,Mother not married,45-49 years,0
2010,Married,30-34 years,Girl,Mother not married,45-49 years,0
2010,Married,35-39 years,Girl,Mother not married,45-49 years,0
2010,Married,40-44 years,Girl,Mother not married,45-49 years,0
2010,Married,45-49 years,Girl,Mother not married,45-49 years,0
2010,Married,50 years or older,Girl,Mother not married,45-49 years,0
2010,Other,Less than 20 years,Girl,Mother not married,45-49 years,0
2010,Other,20-24 years,Girl,Mother not married,45-49 years,10
2010,Other,25-29 years,Girl,Mother not married,45-49 years,31
2010,Other,30-34 years,Girl,Mother not married,45-49 years,82
2010,Other,35-39 years,Girl,Mother not married,45-49 years,136
2010,Other,40-44 years,Girl,Mother not married,45-49 years,109
2010,Other,45-49 years,Girl,Mother not married,45-49 years,7
2010,Other,50 years or older,Girl,Mother not married,45-49 years,1
2011,Married,Less than 20 years,Boy,First child,45-49 years,1
2011,Married,20-24 years,Boy,First child,45-49 years,11
2011,Married,25-29 years,Boy,First child,45-49 years,63
2011,Married,30-34 years,Boy,First child,45-49 years,169
2011,Married,35-39 years,Boy,First child,45-49 years,212
2011,Married,40-44 years,Boy,First child,45-49 years,113
2011,Married,45-49 years,Boy,First child,45-49 years,18
2011,Married,50 years or older,Boy,First child,45-49 years,1
2011,Other,Less than 20 years,Boy,First child,45-49 years,0
2011,Other,20-24 years,Boy,First child,45-49 years,0
2011,Other,25-29 years,Boy,First child,45-49 years,0
2011,Other,30-34 years,Boy,First child,45-49 years,0
2011,Other,35-39 years,Boy,First child,45-49 years,0
2011,Other,40-44 years,Boy,First child,45-49 years,0
2011,Other,45-49 years,Boy,First child,45-49 years,0
2011,Other,50 years or older,Boy,First child,45-49 years,0
2011,Married,Less than 20 years,Boy,Second child,45-49 years,0
2011,Married,20-24 years,Boy,Second child,45-49 years,2
2011,Married,25-29 years,Boy,Second child,45-49 years,32
2011,Married,30-34 years,Boy,Second child,45-49 years,131
2011,Married,35-39 years,Boy,Second child,45-49 years,217
2011,Married,40-44 years,Boy,Second child,45-49 years,129
2011,Married,45-49 years,Boy,Second child,45-49 years,15
2011,Married,50 years or older,Boy,Second child,45-49 years,0
2011,Other,Less than 20 years,Boy,Second child,45-49 years,0
2011,Other,20-24 years,Boy,Second child,45-49 years,0
2011,Other,25-29 years,Boy,Second child,45-49 years,0
2011,Other,30-34 years,Boy,Second child,45-49 years,0
2011,Other,35-39 years,Boy,Second child,45-49 years,0
2011,Other,40-44 years,Boy,Second child,45-49 years,0
2011,Other,45-49 years,Boy,Second child,45-49 years,0
2011,Other,50 years or older,Boy,Second child,45-49 years,0
2011,Married,Less than 20 years,Boy,Third child,45-49 years,0
2011,Married,20-24 years,Boy,Third child,45-49 years,0
2011,Married,25-29 years,Boy,Third child,45-49 years,11
2011,Married,30-34 years,Boy,Third child,45-49 years,49
2011,Married,35-39 years,Boy,Third child,45-49 years,109
2011,Married,40-44 years,Boy,Third child,45-49 years,80
2011,Married,45-49 years,Boy,Third child,45-49 years,3
2011,Married,50 years or older,Boy,Third child,45-49 years,0
2011,Other,Less than 20 years,Boy,Third child,45-49 years,0
2011,Other,20-24 years,Boy,Third child,45-49 years,0
2011,Other,25-29 years,Boy,Third child,45-49 years,0
2011,Other,30-34 years,Boy,Third child,45-49 years,0
2011,Other,35-39 years,Boy,Third child,45-49 years,0
2011,Other,40-44 years,Boy,Third child,45-49 years,0
2011,Other,45-49 years,Boy,Third child,45-49 years,0
2011,Other,50 years or older,Boy,Third child,45-49 years,0
2011,Married,Less than 20 years,Boy,Forth child or more,45-49 years,0
2011,Married,20-24 years,Boy,Forth child or more,45-49 years,0
2011,Married,25-29 years,Boy,Forth child or more,45-49 years,2
2011,Married,30-34 years,Boy,Forth child or more,45-49 years,26
2011,Married,35-39 years,Boy,Forth child or more,45-49 years,37
2011,Married,40-44 years,Boy,Forth child or more,45-49 years,42
2011,Married,45-49 years,Boy,Forth child or more,45-49 years,7
2011,Married,50 years or older,Boy,Forth child or more,45-49 years,0
2011,Other,Less than 20 years,Boy,Forth child or more,45-49 years,0
2011,Other,20-24 years,Boy,Forth child or more,45-49 years,0
2011,Other,25-29 years,Boy,Forth child or more,45-49 years,0
2011,Other,30-34 years,Boy,Forth child or more,45-49 years,0
2011,Other,35-39 years,Boy,Forth child or more,45-49 years,0
2011,Other,40-44 years,Boy,Forth child or more,45-49 years,0
2011,Other,45-49 years,Boy,Forth child or more,45-49 years,0
2011,Other,50 years or older,Boy,Forth child or more,45-49 years,0
2011,Married,Less than 20 years,Boy,Mother not married,45-49 years,0
2011,Married,20-24 years,Boy,Mother not married,45-49 years,0
2011,Married,25-29 years,Boy,Mother not married,45-49 years,0
2011,Married,30-34 years,Boy,Mother not married,45-49 years,0
2011,Married,35-39 years,Boy,Mother not married,45-49 years,0
2011,Married,40-44 years,Boy,Mother not married,45-49 years,0
2011,Married,45-49 years,Boy,Mother not married,45-49 years,0
2011,Married,50 years or older,Boy,Mother not married,45-49 years,0
2011,Other,Less than 20 years,Boy,Mother not married,45-49 years,0
2011,Other,20-24 years,Boy,Mother not married,45-49 years,7
2011,Other,25-29 years,Boy,Mother not married,45-49 years,31
2011,Other,30-34 years,Boy,Mother not married,45-49 years,100
2011,Other,35-39 years,Boy,Mother not married,45-49 years,153
2011,Other,40-44 years,Boy,Mother not married,45-49 years,84
2011,Other,45-49 years,Boy,Mother not married,45-49 years,14
2011,Other,50 years or older,Boy,Mother not married,45-49 years,1
2011,Married,Less than 20 years,Girl,First child,45-49 years,0
2011,Married,20-24 years,Girl,First child,45-49 years,10
2011,Married,25-29 years,Girl,First child,45-49 years,58
2011,Married,30-34 years,Girl,First child,45-49 years,153
2011,Married,35-39 years,Girl,First child,45-49 years,214
2011,Married,40-44 years,Girl,First child,45-49 years,101
2011,Married,45-49 years,Girl,First child,45-49 years,9
2011,Married,50 years or older,Girl,First child,45-49 years,0
2011,Other,Less than 20 years,Girl,First child,45-49 years,0
2011,Other,20-24 years,Girl,First child,45-49 years,0
2011,Other,25-29 years,Girl,First child,45-49 years,0
2011,Other,30-34 years,Girl,First child,45-49 years,0
2011,Other,35-39 years,Girl,First child,45-49 years,0
2011,Other,40-44 years,Girl,First child,45-49 years,0
2011,Other,45-49 years,Girl,First child,45-49 years,0
2011,Other,50 years or older,Girl,First child,45-49 years,0
2011,Married,Less than 20 years,Girl,Second child,45-49 years,0
2011,Married,20-24 years,Girl,Second child,45-49 years,4
2011,Married,25-29 years,Girl,Second child,45-49 years,31
2011,Married,30-34 years,Girl,Second child,45-49 years,128
2011,Married,35-39 years,Girl,Second child,45-49 years,220
2011,Married,40-44 years,Girl,Second child,45-49 years,127
2011,Married,45-49 years,Girl,Second child,45-49 years,6
2011,Married,50 years or older,Girl,Second child,45-49 years,2
2011,Other,Less than 20 years,Girl,Second child,45-49 years,0
2011,Other,20-24 years,Girl,Second child,45-49 years,0
2011,Other,25-29 years,Girl,Second child,45-49 years,0
2011,Other,30-34 years,Girl,Second child,45-49 years,0
2011,Other,35-39 years,Girl,Second child,45-49 years,0
2011,Other,40-44 years,Girl,Second child,45-49 years,0
2011,Other,45-49 years,Girl,Second child,45-49 years,0
2011,Other,50 years or older,Girl,Second child,45-49 years,0
2011,Married,Less than 20 years,Girl,Third child,45-49 years,0
2011,Married,20-24 years,Girl,Third child,45-49 years,0
2011,Married,25-29 years,Girl,Third child,45-49 years,7
2011,Married,30-34 years,Girl,Third child,45-49 years,45
2011,Married,35-39 years,Girl,Third child,45-49 years,95
2011,Married,40-44 years,Girl,Third child,45-49 years,58
2011,Married,45-49 years,Girl,Third child,45-49 years,6
2011,Married,50 years or older,Girl,Third child,45-49 years,1
2011,Other,Less than 20 years,Girl,Third child,45-49 years,0
2011,Other,20-24 years,Girl,Third child,45-49 years,0
2011,Other,25-29 years,Girl,Third child,45-49 years,0
2011,Other,30-34 years,Girl,Third child,45-49 years,0
2011,Other,35-39 years,Girl,Third child,45-49 years,0
2011,Other,40-44 years,Girl,Third child,45-49 years,0
2011,Other,45-49 years,Girl,Third child,45-49 years,0
2011,Other,50 years or older,Girl,Third child,45-49 years,0
2011,Married,Less than 20 years,Girl,Forth child or more,45-49 years,0
2011,Married,20-24 years,Girl,Forth child or more,45-49 years,0
2011,Married,25-29 years,Girl,Forth child or more,45-49 years,4
2011,Married,30-34 years,Girl,Forth child or more,45-49 years,14
2011,Married,35-39 years,Girl,Forth child or more,45-49 years,52
2011,Married,40-44 years,Girl,Forth child or more,45-49 years,37
2011,Married,45-49 years,Girl,Forth child or more,45-49 years,5
2011,Married,50 years or older,Girl,Forth child or more,45-49 years,0
2011,Other,Less than 20 years,Girl,Forth child or more,45-49 years,0
2011,Other,20-24 years,Girl,Forth child or more,45-49 years,0
2011,Other,25-29 years,Girl,Forth child or more,45-49 years,0
2011,Other,30-34 years,Girl,Forth child or more,45-49 years,0
2011,Other,35-39 years,Girl,Forth child or more,45-49 years,0
2011,Other,40-44 years,Girl,Forth child or more,45-49 years,0
2011,Other,45-49 years,Girl,Forth child or more,45-49 years,0
2011,Other,50 years or older,Girl,Forth child or more,45-49 years,0
